year,category,nominee,workers,winner
2017,Best Alternative Music Album,Post Pop Depression,Iggy Pop,FALSE
2017,Best Alternative Music Album,A Moon Shaped Pool,Radiohead,FALSE
2017,Best American Roots Song,Kid Sister,"Vince Gill (song writer), The Time Jumpers (artist)",TRUE
2017,Best American Roots Song,Wreck You,"Lori McKenna (songwriter/artist), Felix McTeigue (songwriter)",FALSE
2017,Best American Roots Song,Gulfstream,"The Hub City All-Stars (artist), Roddie Romero (song writer/artist), Eric Adcock (song writer)",FALSE
2017,Best Americana Album,This Is Where I Live,William Bell (artist),TRUE
2017,Best Americana Album,The Bird and the Rifle,Lori McKenna (artist),FALSE
2017,Best Americana Album,Kid Sister,The Time Jumpers (artist),FALSE
2017,"Best Arrangement, Instrumental or A Cappella",You And I,Jacob Collier (arranger),TRUE
2017,"Best Arrangement, Instruments and Vocals",Flintstones,Jacob Collier (arranger),TRUE
2017,Best Bluegrass Album,Coming Home,Mark O'Connor (artist),TRUE
2017,Best Bluegrass Album,North by South,Claire Lynch (artist),FALSE
2017,Best Bluegrass Album,The Hazel and Alice Sessions,Laurie Lewis (artist),FALSE
2017,Best Boxed or Special Limited Edition Package,Edith Piaf 1915-2015,Gérard Lo Monaco (art director),TRUE
2017,Best Chamber Music/Small Ensemble Performance,Steve Reich,"Jesse Lewis (producer), Third Coast Percussion (ensemble), Dan Nichols (engineer)",TRUE
2017,Best Children's Album,Infinity Plus One,"Spencer Williams (engineers/mixer), Secret Agent 23 Skidoo (producer/artist), Julian Dreyer (engineers/mixer)",TRUE
2017,Best Choral Performance,"Penderecki Conducts Penderecki, Volume 1","Warsaw Philharmonic Orchestra (artist), Krzysztof Penderecki (conductor), Nikolay Didenko (artist), Agnieszka Rehlis (artist), Johanna Rusanen (artist)",TRUE
2017,Best Classical Compendium,Daugherty: Tales Of Hemingway; American Gothic; Once Upon A Castle,"Gary Call (engineer), Giancarlo Guerrero (conductor), Tim Handley (producer)",TRUE
2017,Best Classical Solo Vocal Album,Schumann & Berg,"Dorothea Röschmann (soloist), Everett Porter (producer)",TRUE
2017,Best Comedy Album,Talking for Clapping,Patton Oswalt,TRUE
2017,Best Comedy Album,...America...Great...,David Cross,FALSE
2017,Best Comedy Album,Boyish Girl Interrupted,Tig Notaro,FALSE
2017,Best Compilation Soundtrack For Visual Media,Miles Ahead,"Miles Davis, Steve Berkowitz, Don Cheadle, Robert Glasper",TRUE
2017,Best Contemporary Blues Album,The Last Days of Oakland,"Matt Winegar (engineers/mixer), Jabari Tawiah (engineers/mixer), Migui Maloles (engineers/mixer), Fantastic Negrito (producer)",TRUE
2017,Best Contemporary Christian Music Album,Love Remains,"The Scott Family (artist), Hillary Scott (artist)",TRUE
2017,Best Contemporary Christian Music Album,American Prodigal,David Crowder (artist),FALSE
2017,Best Contemporary Christian Music Album,Be One,Natalie Grant (artist),FALSE
2017,Best Contemporary Christian Music Performance/Song,Thy Will,"Emily Weisband (songwriter), Bernie Herms (songwriter), The Scott Family (artist), Hillary Scott (artist/songwriter)",TRUE
2017,Best Contemporary Christian Music Performance/Song,King of the World,"Samuel Mizell (songwriter), Becca Mizell (songwriter), Natalie Grant (artist/songwriter)",FALSE
2017,Best Contemporary Christian Music Performance/Song,Chain Breaker,"Zach Williams (songwriter), Jonathan Smith (songwriter), Mia Fieldes (artist/songwriter)",FALSE
2017,Best Contemporary Classical Composition,Daugherty: Tales Of Hemingway,Michael Daugherty (composer),TRUE
2017,Best Contemporary Instrumental Album,Culcha Vulcha,Snarky Puppy (artist),TRUE
2017,Best Contemporary Instrumental Album,Unspoken,Chuck Loeb (artist),FALSE
2017,Best Contemporary Instrumental Album,"Way Back Home: Live from Rochester, NY",Steve Gadd Band (artist),FALSE
2017,Best Country Album,A Sailors Guide To Earth,Sturgill Simpson,TRUE
2017,Best Country Album,Full Circle,Loretta Lynn,FALSE
2017,Best Country Duo/Group Performance,Jolene,"Pentatonix, Dolly Parton (featuring)",TRUE
2017,Best Country Solo Performance,My Church,Maren Morris,TRUE
2017,Best Dance Recording,Don't Let Me Down,"Jordan Young (mixer), The Chainsmokers (artist/producer), Daya (artist)",TRUE
2017,Best Dance Recording,Never Be Like You,"Eric J. Dubowsky (mixer), Kai (artist), Flume (artist/producer)",FALSE
2017,Best Dance Recording,Rinse & Repeat,"Wez Clarke (mixer), Riton (artist/producer)",FALSE
2017,Best Dance/Electronic Album,Skin,Flume (artist),TRUE
2017,Best Dance/Electronic Album,Louie Vega Starring...XXVIII,Louis Vega (artist),FALSE
2017,Best Dance/Electronic Album,"Barbara Barbara, We Face a Shining Future",Underworld (artist),FALSE
2017,"Best Engineered Album, Classical",Corigliano: The Ghosts Of Versailles,"The LA Opera Orchestra (artist), Lucas Meachem (artist), Lucy Schaufer (artist), Christopher Maltman (artist), Patricia Racette (artist), Joshua Guerrero (artist), Mark Donahue (engineer), Fred Vogler (engineer), David L. Williams (engineer), James Conlon (artist), Guanqun Yu (artist)",TRUE
2017,"Best Engineered Album, Non-Classical",Blackstar,"Joe LaPorta (mastering engineer), Tony Visconti (engineer), Kevin Killen (engineer), David Bowie (engineer/artist), Tom Elmhirst (engineer)",TRUE
2017,Best Folk Album,Undercurrent,"Sarah Jarosz (artist/producer), Gary Paczosa (artist/producer/engineers/mixer), Shani Gandhi (engineers/mixer)",TRUE
2017,Best Gospel Album,Losing My Religion,Kirk Franklin,TRUE
2017,Best Gospel Album,The Worshipper's Heart (Live),Timothy Bowman Jr.,FALSE
2017,Best Gospel Performance/Song,God Provides,"Tamela J. Mann (singer), Kirk Franklin (songwriter)",TRUE
2017,Best Historical Album,"The Cutting Edge 1965-1966: The Bootleg Series, Vol.12 (Collector's Edition)","Bob Dylan (artist), Mark Wilder (mastering engineer), Jeff Rosen (compilation producer), Steve Berkowitz (compilation producer)",TRUE
2017,Best Improvised Jazz Solo,I'm So Lonesome I Could Cry,John Scofield (soloist),TRUE
2017,Best Improvised Jazz Solo,We See,Fred Hersch (soloist),FALSE
2017,Best Improvised Jazz Solo,In Movement,Ravi Coltrane (soloist),FALSE
2017,Best Jazz Instrumental Album,Country for Old Men,John Scofield (artist),TRUE
2017,Best Jazz Instrumental Album,Book of Intuition,Kenny Barron (artist),FALSE
2017,Best Jazz Instrumental Album,Sunday Night at the Vanguard,The Fred Hersch Trio (artist),FALSE
2017,Best Jazz Vocal Album,Take Me to the Alley,Gregory Porter (artist),TRUE
2017,Best Jazz Vocal Album,Harlem on My Mind,Catherine Russell (artist),FALSE
2017,Best Jazz Vocal Album,The Sting Variations,Tierney Sutton Band (artist),FALSE
2017,Best Large Jazz Ensemble Album,Presidential Suite: Eight Variations on Freedom,Ted Nash Big Band (artist),TRUE
2017,Best Large Jazz Ensemble Album,Real Enemies,Darcy James Argue's Secret Society (artist),FALSE
2017,Best Large Jazz Ensemble Album,Kaleidoscope Eyes: Music of the Beatles,John Daversa (artist),FALSE
2017,Best Latin Jazz Album,Tribute to Irakere: Live in Marciac,Chucho Valdés (artist),TRUE
2017,Best Latin Jazz Album,Madera Latino: A Latin Jazz Perspective on the Music of Woody Shaw (Various artists),Brian Lynch (artist),FALSE
2017,Best Latin Jazz Album,Canto América,"Wayne Wallace La Orquesta Sinfonietta (artist), Michael Spiro (artist)",FALSE
2017,Best Latin Pop Album,Un Besito Más,Jesse & Joy (artist),TRUE
2017,Best Latin Pop Album,Ilusión,Gaby Moreno (artist),FALSE
2017,Best Latin Pop Album,Seguir Latiendo,Sanalejo (artist),FALSE
2017,"Best Latin Rock, Urban or Alternative Album",iLevitable,Ile (artist),TRUE
2017,"Best Latin Rock, Urban or Alternative Album",L.H.O.N. (La Humanidad o Nosotros),Illya Kuryaki & The Valderramas (artist),FALSE
2017,"Best Latin Rock, Urban or Alternative Album",Los Rakas,Los Rakas (artist),FALSE
2017,Best Metal Performance,Dystopia,Megadeth (artist),TRUE
2017,Best Metal Performance,Silvera,Gojira (artist),FALSE
2017,Best Metal Performance,The Price Is Wrong,Periphery (artist),FALSE
2017,Best Music Film,The Beatles: Eight Days a Week - The Touring Years,"Ron Howard (video director/producer), Brian Grazer (video producer), Scott Pascucci (video producer), Nigel Sinclair (video producer)",TRUE
2017,Best Music Film,Beyoncé: Lemonade,"Beyoncé (artist/video director), Kahlil Joseph (video director), Todd Tourso (video director), Ed Burke (video producer), Jonathan Lia (video producer), Steve Pamon (video producer), Melissa Vargas (video producer), Erinn Williams",FALSE
2017,Best Music Film,The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble,"Yo-Yo Ma (artist), Morgan Neville (video director/video producer), Caitrin Rogers (video producer)",FALSE
2017,Best Music Video,Beyoncé: Formation,"Beyoncé (artist), Melina Matsoukas (director), Candice Dragonas (producer), Juliette Larthe (producer), Nathan Scherrer (producer), Inga Veronique (producer)",TRUE
2017,Best Music Video,"Jamie XX: Gosh, Version 2","Jamie XX (artist), Romain Gavras (video director)",FALSE
2017,Best Music Video,OK Go: Upside Down & Inside Out,"OK Go (artist), Damian Kulash (video director), Trish Sie (video director), Melissa Murphy (video producer), John O'Grady (video producer)",FALSE
2017,Best Musical Theater Album,The Color Purple,"Jhett Tolentino (producer), Scott Sanders (producer), Joan Jaffe (producer), Roy Furman (producer), Frank Filipetti (producer/engineer/mixer), Van Dean (producer), Stephen Bray (producer), Danielle Brooks (artist), Cynthia Erivo (artist), Jennifer Hudson (artist)",TRUE
2017,Best New Artist,Chance the Rapper,,TRUE
2017,Best New Artist,Kelsea Ballerini,,FALSE
2017,Best New Artist,The Chainsmokers,,FALSE
2017,Best Opera Recording,Corigliano: The Ghosts Of Versailles,"Los Angeles Opera Chorus (engineer), David L. Williams (engineer), Fred Vogler (engineer), James Conlon (conductor), Blanton Alspaugh (producer), Joshua Guerrero (artist), Christopher Maltman (artist), Lucas Meachem (artist), Patricia Racette (artist), Lucy Schaufer (artist), Guanqun Yu (artist), Mark Donahue (engineer)",TRUE
2017,Best Orchestral Performance,"Shostakovich: Under Stalin's Shadow - Symphonies Nos. 5, 8 & 9","Boston Symphony Orchestra (artist), Andris Nelsons (conductor), Shawn Murphy (producer), Nick Squire (engineer)",TRUE
2017,Best Pop Duo/Group Performance,Stressed Out,Twenty One Pilots,TRUE
2017,Best Pop Duo/Group Performance,Work,"Rihanna, Drake",FALSE
2017,Best Pop Duo/Group Performance,Closer,"The Chainsmokers, Halsey",FALSE
2017,Best Pop Solo Performance,Hello,Adele,TRUE
2017,Best Pop Solo Performance,Hold Up,Beyoncé,FALSE
2017,Best Pop Solo Performance,Piece by Piece (Idol version),Kelly Clarkson,FALSE
2017,Best Pop Vocal Album,25,Adele,TRUE
2017,Best Pop Vocal Album,Confident,Demi Lovato,FALSE
2017,Best Pop Vocal Album,This Is Acting,Sia,FALSE
2017,Best R&B Album,Lalah Hathaway Live,Lalah Hathaway,TRUE
2017,Best R&B Album,Healing Season,Mint Condition,FALSE
2017,Best R&B Album,Velvet Portraits,Terrace Martin,FALSE
2017,Best Rap Album,Coloring Book,Chance the Rapper,TRUE
2017,Best Rap Album,and the Anonymous Nobody...,De La Soul,FALSE
2017,Best Rap Album,Ology,Gallant,FALSE
2017,Best Rap Album,We Are King,King,FALSE
2017,Best Rap Performance,No Problem,"Chance the Rapper, Lil' Wayne, 2 Chainz",TRUE
2017,Best Rap Performance,Pop Style,"Drake, Jay-Z, Kanye West",FALSE
2017,Best Rap Performance,That Part,"Quincey Dames, Kanye West",FALSE
2017,Best Rap Song,Hotline Bling,"Drake (songwriter), Nineteen85 (songwriter)",TRUE
2017,Best Rap/Sung Performance,Hotline Bling,Drake,TRUE
2017,Best Rap/Sung Performance,Broccoli,"D.R.A.M., Lil Yachty",FALSE
2017,Best Rap/Sung Performance,Famous,"Kanye West, Rihanna",FALSE
2017,Best Reggae Album,Ziggy Marley,Ziggy Marley,TRUE
2017,Best Regional Mexican Music Album (Including Tejano),"Un Azteca en el Azteca, Vol. 1 (En Vivo)",Vicente Fernández (artist),TRUE
2017,Best Regional Mexican Music Album (Including Tejano),Raíces,La Banda El Recodo (artist),FALSE
2017,Best Regional Mexican Music Album (Including Tejano),Tributo a Joan Sebastian y Rigoberto Alfaro,Mariachi Divas de Cindy Shea (artist),FALSE
2017,Best Rock Album,Tell Me I'm Pretty,Cage the Elephant (artist),TRUE
2017,Best Rock Album,Magma,Gojira (artist),FALSE
2017,Best Rock Album,Weezer,Weezer (artist),FALSE
2017,Best Rock Performance,Blackstar (Posthumously),David Bowie,TRUE
2017,Best Rock Performance,Don't Hurt Yourself,"Beyoncé, Jack White",FALSE
2017,Best Rock Performance,Heathens,Twenty One Pilots,FALSE
2017,Best Rock Song,Blackstar (Posthumously),David Bowie (songwriter),TRUE
2017,Best Rock Song,Burn the Witch,Radiohead (songwriters),FALSE
2017,Best Rock Song,Heathens,Tyler Joseph (songwriter),FALSE
2017,Best Roots Gospel Album,Hymns That Are Important to Us,Joey & Rory (artist),TRUE
2017,Best Roots Gospel Album,Hymns and Songs of Inspiration,Gordon Mote (artist),FALSE
2017,Best Roots Gospel Album,Nature's Symphony in 432,The Isaacs (artist),FALSE
2017,Best Score Soundtrack for Visual Media,Star Wars: Episode VII - The Force Awakens,John Williams,TRUE
2017,Best Score Soundtrack for Visual Media,for 'Stranger Things Volume 2',Stranger Things,FALSE
2017,Best Score Soundtrack for Visual Media,The Hateful Eight,Ennio Morricone,FALSE
2017,Best Song Written for Visual Media,Can't Stop the Feeling!,Trolls,TRUE
2017,Best Song Written for Visual Media,The Veil.,Snowden,FALSE
2017,Best Song Written for Visual Media,Heathens,Suicide Squad,FALSE
2017,Best Spoken Word Album,"In Such Good Company: Eleven Years Of Laughter, Mayhem, And Fun In The Sandbox",Carol Burnett,TRUE
2017,Best Surround Sound Album,"Dutilleux: Sur Le Même Accord; Les Citations; Mystère De L'instant & Timbres, Espace, Mouvement","Ludovic Morlot (artist), Seattle Symphony Orchestra (artist), Alexander Lipay (surround mix engineer), Dmitriy Lipay (surround mix engineer/surround mastering engineer/surround producer)",TRUE
2017,Best Traditional Blues Album,Porcupine Meat,Bobby Rush (artist),TRUE
2017,Best Traditional Blues Album,Can't Shake the Feeling,Lurrie Bell (artist),FALSE
2017,Best Traditional Blues Album,The Soul of Jimmie Rodgers,Vasti Jackson (artist),FALSE
2017,Best Traditional Pop Vocal Album,Summertime: Willie Nelson Sings Gershwin,Willie Nelson (artist),TRUE
2017,Best Traditional Pop Vocal Album,Encore: Movie Partners Sing Broadway,Barbra Streisand (artist),FALSE
2017,Best Traditional Pop Vocal Album,Stages Live,Josh Groban (artist),FALSE
2017,Best Traditional R&B Performance,Angel,Lalah Hathaway (artist),TRUE
2017,Best Traditional R&B Performance,Sleeping with the One I Love,Fantasia Barrino (artist),FALSE
2017,Best Traditional R&B Performance,The Three of Me,William Bell (artist),FALSE
2017,Best Tropical Latin Album,Donde Están?,"Guasábara Combo (artist), Jose Lugo (artist)",TRUE
2017,Best Tropical Latin Album,Conexión,Juan Fernando Fonseca (artist),FALSE
2017,Best Tropical Latin Album,La Sonora Santanera en Su 60 Aniversario,Sonora Santanera (artist),FALSE
2017,Best Urban Contemporary Album,Lemonade,Beyoncé,TRUE
2017,Best Urban Contemporary Album,Anti,Rihanna,FALSE
2017,Best World Music Album,Sing Me Home,"Jody Elff (engineers/mixer), Yo-Yo Ma and The Silk Road Project (artist), Kevin Killen (producer/engineers/mixer)",TRUE
2017,"Producer of the Year, Classical",David Frost (producer),,TRUE
2017,"Producer of the Year, Non-Classical",Greg Kurstin (producer),,TRUE
2017,Record of the Year,Hello,"Adele (artist), Greg Kurstin (producer/engineers/mixers), Julian Burg (engineers/mixers), Tom Elmhirst (engineers/mixers), Emile Haynie (engineers/mixers), Liam Nolan (engineers/mixers), Alex Pasco (engineers/mixers), Joe Visciano (engineers/mixers), Tom Coyne (mastering engineers), Randy Merrill (mastering engineers)",TRUE
2017,Record of the Year,Formation,"Dave Kutch (mastering engineer), Stuart White (engineers/mixer), Jaycen Joshua (engineers/mixer), Mike Will Made It (producer), Beyoncé (producer/artist)",FALSE
2017,Record of the Year,7 Years,"Tom Coyne (mastering engineer), David James Labrel (engineers/mixer), Stefan Forrest (engineers/mixer), Sebastian Fogh (engineers/mixer), Delbert Bowers (engineers/mixer), Pilo (producer), Future Animals (producer), Lukas Graham (artist)",FALSE
2017,Song of the Year,Hello,"Adele, Greg Kurstin",TRUE
2017,Song of the Year,Love Yourself,"Justin Bieber, Benny Blanco, Ed Sheeran",FALSE
2017,Song of the Year,I Took a Pill in Ibiza,Mike Posner,FALSE
2017,Best American Roots Performance,Wreck You,Lori McKenna (artist),FALSE
2017,Best American Roots Performance,House of Mercy,Sarah Jarosz (artist),FALSE
2017,Best American Roots Performance,Mother's Children Have a Hard Time,The Blind Boys of Alabama (artist),FALSE
2017,Best Country Song,My Church,Maren Morris,FALSE
2017,Best Instrumental Composition,for 'Bridge Of Spies (End Title)',Bridge of Spies,FALSE
2017,Best New Age Album,Dark Sky Island,Enya (artist),FALSE
2017,Best New Age Album,Inner Passion,"Tina Guo (artist), Peter Kater (artist)",FALSE
2017,Best New Age Album,White Sun II,White Sun (artist),FALSE
2017,Best R&B Performance,Needed Me.,Rihanna,FALSE
2017,Best R&B Song,Kiss It Better.,"Rihanna (songwriter), Jeff Bhasker (songwriter), Teddy Sinclair (songwriter)",FALSE
2017,Best Recording Package,Anti.,"Rihanna (art director), Ciarra Pardo (art director)",FALSE
2018,Album of the Year,24K Magic,"Bruno Mars (Artist/Songwriter), Serban Ghenea (Engineer/Mixer), John Hanes (Engineer/Mixer), Charles Moniz (Engineer/Mixer), Brody Brown (Songwriter), James Fauntleroy (Songwriter), Philip Lawrence (Songwriter), Tom Coyne (Mastering Engineer)",TRUE
2018,Album of the Year,4:44,"Jay-Z (artist/producer/songwriter), No I.D. (producer/songwriter), Gimel Keaton (engineer/mixer), Dave Kutch (mastering engineer), Gimel Keaton (engineer/mixer), Jimmy Douglass (engineer/mixer)",FALSE
2018,Album of the Year,Melodrama,"Lorde (Artist/Producer/Songwriter), Jack Antonoff (Producer/Songwriter), Serban Ghenea (Engineer/Mixer), John Hanes (Engineer/Mixer), Randy Merrill (Mastering Engineer)",FALSE
2018,Best Album Notes,Live at the Whisky a Go Go: The Complete Recordings,Lynell George (album notes writer),TRUE
2018,Best Album Notes,"Edouard-Leon Scott de Martinville, Inventor of Sound Recording: A Bicentennial Tribute",David Giovannoni (album notes writer),FALSE
2018,Best Album Notes,Big Bend Killing: The Appalachian Ballad Tradition,Ted Olson (album notes writer),FALSE
2018,Best Alternative Music Album,Sleep Well Beast,The National,TRUE
2018,Best Alternative Music Album,Pure Comedy,Father John Misty,FALSE
2018,Best Alternative Music Album,American Dream,LCD Soundsystem,FALSE
2018,Best American Roots Performance,Killer Diller Blues,Alabama Shakes,TRUE
2018,Best American Roots Performance,Arkansas Farmboy (Posthumously),Glen Campbell,FALSE
2018,Best American Roots Performance,Let My Mother Live,The Blind Boys of Alabama,FALSE
2018,Best American Roots Song,If We Were Vampires,Jason Isbell (songwriter/artist),TRUE
2018,Best American Roots Song,It Ain't Over Yet,"John Paul White (artist), Rosanne Cash (artist), Rodney Crowell (songwriter/artist)",FALSE
2018,Best American Roots Song,I Wish You Well,"The Mavericks (artist), Alan Miller (songwriter), Raul Malo (songwriter)",FALSE
2018,Best Americana Album,The Nashville Sound,"The 400 Unit (artist), Jason Isbell (artist)",TRUE
2018,Best Americana Album,Southern Blood,Gregg Allman (artist),FALSE
2018,Best Americana Album,Brand New Day,The Mavericks (artist),FALSE
2018,"Best Arrangement, Instrumental or A Cappella",Escapades for Alto Saxophone and Orchestra from Catch Me If You Can,John Williams (arranger/artist),TRUE
2018,"Best Arrangement, Instrumental or A Cappella",Ugly Beauty/Pannonica,John Beasley (arranger/artist),FALSE
2018,"Best Arrangement, Instrumental or A Cappella","All Hat, No Saddle","The Jazz Surge (artist), Chuck Owen (arranger/artist)",FALSE
2018,"Best Arrangement, Instruments and Vocals",Putin,Randy Newman (arranger/artist),TRUE
2018,"Best Arrangement, Instruments and Vocals",Every Time We Say Goodbye,"Jorge Calandrelli (arranger), Clint Holmes (artist), Jane Monheit (artist)",FALSE
2018,"Best Arrangement, Instruments and Vocals",I Loves You Porgy/There's a Boat that's Leavin' Soon for New York,"Shelly Berg (arranger), Greg Fidelman (arranger), Gordon Goodwin (arranger), Clint Holmes (arranger/artist), Dee Dee Bridgewater (artist), Count Basie and His Orchestra (artist)",FALSE
2018,Best Bluegrass Album,Laws of Gravity,The Infamous Stringdusters (artist),TRUE
2018,Best Bluegrass Album,Fiddler's Dream,Michael Cleveland (artist),FALSE
2018,Best Bluegrass Album,All the Rage-In Concert Volume One [LIVE],"The Rage (artist), Rhonda Vincent (artist)",FALSE
2018,Best Boxed or Special Limited Edition Package,The Voyager Golden Record: 40TH Anniversary Edition,"Lawrence Azerrad (art director), Timothy Daly (art director), David Pescovitz (art director)",TRUE
2018,Best Boxed or Special Limited Edition Package,Bobo Yeye: Belle Epoque in Upper Volta,Tim Breen (art director),FALSE
2018,Best Boxed or Special Limited Edition Package,Lovely Creatures: The Best of Nick Cave and The Bad Seeds (1984-2014),"Tom Hingston (art director), Nick Cave & The Bad Seeds (artist)",FALSE
2018,Best Chamber Music/Small Ensemble Performance,Death & the Maiden,"The Saint Paul Chamber Orchestra (artist), Patricia Kopatchinskaja (artist)",TRUE
2018,Best Chamber Music/Small Ensemble Performance,"Franck, Kurtág. Previn & Schumann","Augustin Hadelich (artist), Joyce Cheng (artist)",FALSE
2018,Best Chamber Music/Small Ensemble Performance,Divine Theatre - Sacred Motets by Giaches de Wert,Stile Antico (artist),FALSE
2018,Best Children's Album,Feel What U Feel,Lisa Loeb (artist),TRUE
2018,Best Children's Album,Brighter Side,Gustafer Yellowgold (artist),FALSE
2018,Best Children's Album,Songs of Peace & Love for Kids &Parents Around the World,"Ladysmith Black Mambazo, (artist)",FALSE
2018,Best Choral Performance,Bryars: The Fifth Century,"Prism Quartet (artist), Donald Nally (conductor)",TRUE
2018,Best Choral Performance,Tyberg: Masses,"South Dakota Chorale (artist), Christopher Jacobson (artist), Brian A. Schmidt (conductor)",FALSE
2018,Best Choral Performance,Handel: Messiah,"Toronto Mendelssohn Choir (artist), The Toronto Symphony Orchestra (artist), Erin Wall (artist), Andrew Staplin (artist), Elizabeth DeShong (artist), Joan Andreu Reyes (artist), Noel Edison (chorus master), Andrew Davis (conductor)",FALSE
2018,Best Classical Compendium,"Higdon: All Things Majestic, Viola Concerto & Oboe Concerto","Tim Handley (producer), Giancarlo Guerrero (conductor)",TRUE
2018,Best Classical Compendium,Barbara,"Cécile Lenoir (producer), Alexandre Tharaud (producer)",FALSE
2018,Best Classical Compendium,Mademoiselle: Premiere Audience - Unknown Music of Nadia Boulanger,Lucy Mauro (producer),FALSE
2018,Best Classical Instrumental Solo,Transcendental,Daniil Trifonov (artist),TRUE
2018,Best Classical Instrumental Solo,Shostakovich: Violin Concertos NOS. 1 & 2,"NDR Elbphilharmonie Orchester (artist), Alan Gilbert (conductor), Frank Peter Zimmermann (conductor)",FALSE
2018,Best Classical Instrumental Solo,Haydn: Cello Concertos,"The Deutsch Kammerphilharmonie Bremen (artist), Florian Donderer (conductor), Steven Isserlis (conductor)",FALSE
2018,Best Classical Solo Vocal Album,"Crazy Girl Crazy - Music by Gershwin, Berg & Berio","Orchestra Ludwig (artist), Barbara Hannigan (artist)",TRUE
2018,Best Classical Solo Vocal Album,In War & Peace - Harmony Through Music,"Il Pomo D'Oro (artist), Maxim Emelyanychev (conductor), Joyce DiDonato (conductor)",FALSE
2018,Best Classical Solo Vocal Album,Sviridov: Rusia Cast Adrift,"Style Of Five Ensemble (artist), St. Petersburg State Academic Symphony Orchestra (artist), Constantine Orbelian (conductor), Dmitri Hvorostovsky (conductor)",FALSE
2018,Best Comedy Album,The Age of Spin & Deep in the Heart of Texas,Dave Chappelle,TRUE
2018,Best Comedy Album,Cinco,Jim Gaffigan,FALSE
2018,Best Comedy Album,A Speck of Dust,Sarah Silverman,FALSE
2018,Best Compilation Soundtrack for Visual Media,La La Land,"Justin Hurwitz, Marius De Vries, Nick Baxter, Steven Gizicki",TRUE
2018,Best Compilation Soundtrack for Visual Media,Guardians of the Galaxy Vol. 2,James Gunn,FALSE
2018,Best Compilation Soundtrack for Visual Media,Moana,"Opetaia Foa'i, Tom MacDougall, Mark Mancina, Lin-Manuel Miranda",FALSE
2018,Best Contemporary Blues Album,Tajmo,"Keb' Mo' (artist), Taj Mahal (artist)",TRUE
2018,Best Contemporary Blues Album,Recorded Live in Lafayette,Sonny Landreth (artist),FALSE
2018,Best Contemporary Blues Album,Got Soul,"The Family Band (artist), Robert Randolph (artist)",FALSE
2018,Best Contemporary Christian Music Album,Chain Breaker,Zach Williams (artist),TRUE
2018,Best Contemporary Christian Music Album,Echoes (Deluxe Edition),Matt Maher (artist),FALSE
2018,Best Contemporary Christian Music Album,Hills and Valleys,Tauren Wells (artist),FALSE
2018,Best Contemporary Christian Music Performance/Song,What a Beautiful Name,"Brooke Ligertwood (songwriter), Ben Fielding (songwriter), Hillsong Worship (artist)",TRUE
2018,Best Contemporary Christian Music Performance/Song,Clean,Natalie Grant (songwriter?artist),FALSE
2018,Best Contemporary Christian Music Performance/Song,Even If,"Tim Timmons (songwriter), Crystal Lewis (songwriter), Ben Glover (songwriter), David Garcia (songwriter), MercyMe (songwriter/artist)",FALSE
2018,Best Contemporary Classical Composition,Viola Concerto,"Jennifer Higdon (composer), Roberto Díaz (artist), Giancarlo Guerrero (artist), Nashville Symphony (artist)",TRUE
2018,Best Contemporary Classical Composition,Picture Studies,"Kansas City Symphony (artist), Adam Schoenberg (composer), Michael Stern (artist)",FALSE
2018,Best Contemporary Classical Composition,Songs of Solitude,"Nashville Symphony (artist), Richard Danielpour (composer), Thomas Hampson (artist), Giancarlo Guerrero (artist)",FALSE
2018,Best Contemporary Instrumental Album,Prototype,Jeff Lorber,TRUE
2018,Best Contemporary Instrumental Album,Bad Hombre,Antonio Sanchez,FALSE
2018,Best Contemporary Instrumental Album,Mount Royal,"Julian Lage, Chris Eldridge",FALSE
2018,Best Country Album,From A Room: Volume 1,Chris Stapleton,TRUE
2018,Best Country Album,Heart Break,Lady Antebellum,FALSE
2018,Best Country Album,Life Changes,Thomas Rhett,FALSE
2018,Best Country Duo/Group Performance,Better Man,Little Big Town,TRUE
2018,Best Country Duo/Group Performance,You Look Good,Lady Antebellum (artist),FALSE
2018,Best Country Duo/Group Performance,My Old Man,Zac Brown Band,FALSE
2018,Best Country Solo Performance,Either Way,Chris Stapleton,TRUE
2018,Best Country Solo Performance,You Look Good,Lady Antebellum,FALSE
2018,Best Country Solo Performance,Tin Man,Miranda Lambert,FALSE
2018,Best Country Song,Broken Halos,"Chris Stapleton, Mike Henderson",TRUE
2018,Best Country Song,Body Like a Back Road,"Josh Osborne (songwriter), Shane McAnally (songwriter), Sam Hunt (songwriter/artist), Zach Crowell (songwriter)",FALSE
2018,Best Country Song,Better Man,Taylor Swift,FALSE
2018,Best Dance Recording,Tonite,"James Murphy (producer/mixer), LCD Soundsystem (artist)",TRUE
2018,Best Dance Recording,Line of Sight,"Eric J. Dubowsky (mixer), Harrison Mills (producer), Clayton Knight (producer), Mansionair (artist), Wynne (artist), Odesza (artist)",FALSE
2018,Best Dance Recording,Andromeda,"Stephen Sedgwick (mixer), Anthony Khan (producer), Remi Kabaka (producer), Jamie Hewlett (producer), Damon Albarn (producer), D.R.A.M. (artist), Gorillaz (artist)",FALSE
2018,Best Dance/Electronic Album,3-D The Catalogue,Kraftwerk (artists),TRUE
2018,Best Dance/Electronic Album,Mura Masa,Mura Masa (artist),FALSE
2018,Best Dance/Electronic Album,What Now,Sylvan Esso (artist),FALSE
